accession	collected_by	collection_date	country	identified_by	lat_lon	scientific_name	sequence_length	specimen_voucher	trace_count
JQ175224		07-Mar-1999	Guyana		1.65 N 58.617 W	Legatus leucophaius	652	USNM:Birds:625584	2
JQ175223		08-Mar-1999	Guyana		1.65 N 58.617 W	Laterallus exilis	543	USNM:Birds:616529	2
JQ175222		20-Apr-1990	Panama: Bocas Del Toro			Laterallus albigularis	652	USNM:Birds:607646	2
JQ175221		16-Feb-1989	Panama: Bocas Del Toro		9.233 N 82.267 W	Laterallus albigularis	652	USNM:Birds:612271	2
JQ175220		27-Apr-1990	Panama: Bocas Del Toro			Laterallus albigularis	645	USNM:Birds:607647	2
JQ175219		29-Aug-2002	Uruguay: Tacuarembo		32.283 S 55.45 W	Chroicocephalus maculipennis	652	USNM:Birds:630441	2
JQ175218		11-May-2006	Greece: Lesvos		39.129 N 26.219 E	Lanius senator	652	USNM:Birds:637367	2
JQ175215		29-Apr-1989	Philippines: Luzon		17.917 N 122.033 E	Lanius cristatus	633	USNM:Birds:607439	2
JQ175214		27-Apr-1989	Philippines: Luzon		17.917 N 122.033 E	Lanius cristatus	611	USNM:Birds:607438	2
JQ175213		05-Dec-1994	Myanmar: Sagaing			Lanius collurioides	652	USNM:Birds:620425	2
JQ175212		09-Dec-1994	Myanmar: Sagaing			Lanius collurioides	652	USNM:Birds:620458	2
JQ175211		05-Dec-1994	Myanmar: Sagaing			Lanius collurioides	652	USNM:Birds:620422	2
JQ175210		07-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Laniocera hypopyrra	652	USNM:Birds:637180	2
JQ175209		16-Sep-1997	Guyana: Northwest District		7.367 N 60.483 W	Laniocera hypopyrra	652	USNM:Birds:621462	2
JQ175208		12-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Laniocera hypopyrra	652	USNM:Birds:637054	2
JQ175207		03-Mar-2006	Gabon: Ogooue-Maritime		1.936 S 9.881 E	Laniarius leucorhynchus	651	USNM:Birds:616698	2
JQ175206		04-Mar-2006	Gabon: Ogooue-Maritime		1.936 S 9.864 E	Laniarius leucorhynchus	651	USNM:Birds:627006	2
JQ175205		04-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.592 E	Lamprotornis purpureiceps	635	USNM:Birds:630853	3
JQ175204		04-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.592 E	Lamprotornis purpureiceps	652	USNM:Birds:630852	2
JQ175203		21-Mar-2002	Guyana		8.25 N 59.733 W	Lampropsar tanagrinus	652	USNM:Birds:616824	2
JQ175202		19-Mar-2002	Guyana		8.25 N 59.733 W	Lampropsar tanagrinus	652	USNM:Birds:627576	2
JQ175201		23-Mar-2002	Guyana		8.25 N 59.733 W	Lampropsar tanagrinus	652	USNM:Birds:627589	2
JQ175199		09-May-1990	Panama: Chiriqui			Lampornis hemileucus	645	USNM:Birds:542820	2
JQ175197		01-Jan-2001	Panama: Chiriqui			Lampornis castaneoventris	645	USNM:Birds:542827	2
JQ175196		01-Jan-2001	Panama: Chiriqui			Lampornis castaneoventris	645	USNM:Birds:613293	2
JQ175195		01-Jan-2001	Panama: Chiriqui			Lampornis castaneoventris	645	USNM:Birds:613292	2
JQ175191		22-Jan-1994	Papua New Guinea: New Ireland		4.504 S 152.937 E	Lalage leucomela	652	USNM:Birds:608682	2
JQ175190		16-Jan-1994	Papua New Guinea: New Ireland		4.50 S 152.933 E	Lalage leucomela	652	USNM:Birds:616035	2
JQ175188		10-Aug-2005	Iceland		63.996 N 22.608 W	Lagopus muta	610	USNM:Birds:627632	2
JQ175187		05-Jul-1994	Sweden: Lappland		68.201 N 19.534 E	Lagopus muta	646	USNM:Birds:620108	2
JQ175172		07-Apr-2000	USA: Washington			Ixoreus naevius	652	USNM:Birds:634790	2
JQ175171		31-May-2006	Gabon: Ogooue-Maritime		1.857 S 9.852 E	Ceyx pictus	652	USNM:Birds:627264	2
JQ175170		10-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.596 E	Ceyx pictus	598	USNM:Birds:630897	2
JQ175169		02-Jun-2006	Gabon: Ogooue-Maritime		1.857 S 9.852 E	Ceyx pictus	648	USNM:Birds:627287	2
JQ175168		21-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Ceyx lecontei	652	USNM:Birds:631704	2
JQ175167		31-Mar-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Ceyx lecontei	652	USNM:Birds:631525	2
JQ175166		08-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Ceyx lecontei	652	USNM:Birds:631588	2
JQ175165		11-May-1989	Philippines: Luzon		17.833 N 122.017 E	Irena cyanogastra	652	USNM:Birds:607433	2
JQ175163		27-Nov-2004	Guyana		5.95 N 58.25 W	Iodopleura fusca	652	USNM:Birds:627067	2
JQ175162		23-Jul-2004	Guyana		4.933 N 59.883 W	Iodopleura fusca	652	USNM:Birds:632444	2
JQ175161		27-Nov-2004	Guyana		5.95 N 58.25 W	Iodopleura fusca	652	USNM:Birds:627111	2
JQ175160		05-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Inezia subflava	652	USNM:Birds:632777	2
JQ175157		15-Jun-2006	Gabon: Ogooue-Maritime		1.821 S 9.882 E	Indicator maculatus	652	USNM:Birds:623002	2
JQ175140		02-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Icterus croconotus	652	USNM:Birds:632766	2
JQ175139		03-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.704 N 59.667 W	Icterus croconotus	652	USNM:Birds:632494	2
JQ175138		02-Apr-1999	Guyana		6.317 N 58.20 W	Icterus chrysocephalus	652	USNM:Birds:625748	2
JQ175136		15-Feb-1996	Argentina: Entre Rios			Icterus cayanensis	652	USNM:Birds:614726	2
JQ175135		04-Sep-1998	Guyana		1.383 N 58.933 W	Icterus cayanensis	652	USNM:Birds:625332	2
JQ175118		10-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Hypocnemoides melanopogon	652	USNM:Birds:637006	2
JQ175117		21-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		3.58 N 58.663 W	Hypocnemoides melanopogon	652	USNM:Birds:637163	2
JQ175116		02-Sep-1986	Brazil: Para		3.65 S 52.367 W	Hypocnemoides maculicauda	652	USNM:Birds:562321	2
JQ175115		16-Feb-1992	Argentina: Entre Rios			Hymenops perspicillatus	652	USNM:Birds:614692	2
JQ175114		03-Sep-2002	Uruguay: Soriano		33.783 S 57.333 W	Hymenops perspicillatus	652	USNM:Birds:630249	2
JQ175113		15-Feb-1992	Argentina: Entre Rios			Hymenops perspicillatus	652	USNM:Birds:608277	2
JQ175112		03-Sep-2002	Uruguay: Soriano		33.783 S 57.333 W	Hymenops perspicillatus	652	USNM:Birds:630396	2
JQ175111		12-Sep-1986	Brazil: Para		3.65 S 52.367 W	Hylophylax punctulatus	652	USNM:Birds:562325	2
JQ175110		20-Sep-1986	Brazil: Para		3.65 S 52.367 W	Hylophylax punctulatus	631	USNM:Birds:562324	2
JQ175108		17-Feb-2007	Guyana: Cuyuni-Mazaruni		5.984 N 61.045 W	Willisornis poecilinotus	652	USNM:Birds:639292	2
JQ175105		14-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Willisornis poecilinotus	595	USNM:Birds:637065	2
JQ175103		20-Jul-2004	Guyana		4.933 N 59.883 W	Willisornis poecilinotus	652	USNM:Birds:632749	2
JQ175101		07-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Hylophylax naevius	652	USNM:Birds:636989	2
JQ175100		10-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Hylophylax naevius	652	USNM:Birds:637047	2
JQ175099		08-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Hylophylax naevius	652	USNM:Birds:637038	2
JQ175098		10-Feb-2001	Guyana		5.20 N 57.283 W	Hylophilus thoracicus	652	USNM:Birds:626749	2
JQ175097		10-Mar-1999	Guyana		1.583 N 58.633 W	Hylophilus thoracicus	652	USNM:Birds:622164	2
JQ175096		10-Feb-2001	Guyana		5.20 N 57.283 W	Hylophilus thoracicus	639	USNM:Birds:622931	2
JQ175094		25-Mar-2001	Guyana		5.283 N 60.75 W	Hylophilus sclateri	639	USNM:Birds:626786	2
JQ175093		25-Mar-2001	Guyana		5.283 N 60.75 W	Hylophilus sclateri	639	USNM:Birds:626845	2
JQ175092		01-Jan-2001	Guyana		6.517 N 57.733 W	Hylophilus pectoralis	619	USNM:Birds:627151	2
JQ175091		03-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Hylophilus pectoralis	607	USNM:Birds:632661	2
JQ175088		14-Sep-1997	Guyana: Northwest District		7.367 N 60.483 W	Hylophilus muscicapinus	652	USNM:Birds:621476	2
JQ175086		22-Feb-1989	Panama: Bocas Del Toro			Hylophilus decurtatus	652	USNM:Birds:612431	2
JQ175084		11-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Hylopezus macularius	652	USNM:Birds:637111	2
JQ175083		27-Feb-1989	Panama: Bocas Del Toro			Hylopezus fulviventris	652	USNM:Birds:606954	2
JQ175082		22-Feb-1989	Panama: Bocas Del Toro			Hylopezus fulviventris	652	USNM:Birds:612384	2
JQ175081		15-Aug-1986	Brazil: Para		3.65 S 52.367 W	Hylopezus berlepschi	652	USNM:Birds:572603	2
JQ175080		03-Apr-2000	Guyana		2.20 N 59.367 W	Hylocharis sapphirina	652	USNM:Birds:626014	2
JQ175079		19-Apr-2000	Guyana		2.867 N 59.267 W	Hylocharis sapphirina	652	USNM:Birds:626073	2
JQ175078		16-Mar-1999	Guyana		1.583 N 58.633 W	Hylocharis sapphirina	652	USNM:Birds:625393	2
JQ175077		05-Mar-1999	Guyana		1.65 N 58.617 W	Hylocharis sapphirina	652	USNM:Birds:621965	2
JQ175076		31-Mar-2000	Guyana		2.20 N 59.367 W	Hylocharis sapphirina	645	USNM:Birds:616623	2
JQ175075		02-Mar-1989	Panama: Bocas Del Toro			Hylocharis eliciae	652	USNM:Birds:606797	2
JQ175074		21-Apr-1990	Panama: Bocas Del Toro			Hylocharis eliciae	645	USNM:Birds:607707	2
JQ175072		08-Feb-2001	Guyana		5.20 N 57.283 W	Hylocharis cyanus	639	USNM:Birds:627195	2
JQ175071		04-Oct-2000	Guyana		6.017 N 58.20 W	Hylocharis cyanus	644	USNM:Birds:627431	2
JQ175070		07-Jun-2006	Gabon: Ogooue-Maritime		1.848 S 9.86 E	Hylia prasina	652	USNM:Birds:623023	2
JQ175069		01-Jun-2006	Gabon: Ogooue-Maritime		1.857 S 9.852 E	Hylia prasina	651	USNM:Birds:627286	2
JQ175068		10-Jun-2006	Gabon: Ogooue-Maritime		1.936 S 9.881 E	Hylia prasina	652	USNM:Birds:627299	2
JQ175067		05-Sep-1998	Guyana		1.383 N 58.933 W	Hylexetastes perrotii	652	USNM:Birds:621755	2
JQ175065		24-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		3.58 N 58.663 W	Hydropsalis climacocerca	645	USNM:Birds:637265	2
JQ175064		19-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		3.58 N 58.663 W	Hydropsalis climacocerca	652	USNM:Birds:637150	2
JQ175063		19-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		3.58 N 58.663 W	Hydropsalis climacocerca	652	USNM:Birds:637149	2
JQ175062		08-May-1989	Philippines: Luzon		17.85 N 121.983 E	Hirundo tahitica	652	USNM:Birds:607380	2
JQ175061		08-May-1989	Philippines: Luzon		17.85 N 121.983 E	Hirundo tahitica	648	USNM:Birds:607381	2
JQ175060		08-Apr-2001	Guyana		5.267 N 60.733 W	Hirundinea ferruginea	652	USNM:Birds:626674	2
JQ175058		11-Apr-2001	Guyana		5.267 N 60.733 W	Hirundinea ferruginea	652	USNM:Birds:622772	2
JQ175057		11-May-2006	Greece: Lesvos		39.129 N 26.219 E	Iduna pallida	652	USNM:Birds:637368	2
JQ175055		14-May-2006	Greece: Lesvos		39.129 N 26.219 E	Iduna pallida	652	USNM:Birds:637414	2
JQ175053		11-May-2006	Greece: Lesvos			Hippolais olivetorum	652	USNM:Birds:M. Ivovic 618	2
JQ175052		05-Dec-2004	Guyana		6.40 N 58.767 W	Herpsilochmus sticturus	652	USNM:Birds:627124	2
JQ175051		24-Oct-2000	Guyana		6.10 N 58.25 W	Herpsilochmus sticturus	652	USNM:Birds:627467	2
JQ175050		21-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		3.58 N 58.663 W	Herpsilochmus sticturus	652	USNM:Birds:637160	2
JQ175046		16-Aug-1986	Brazil: Para		3.65 S 52.367 W	Herpsilochmus rufimarginatus	652	USNM:Birds:562307	2
JQ175045		05-Nov-2000	Guyana		2.967 N 59.95 W	Herpsilochmus rufimarginatus	652	USNM:Birds:622421	2
JQ175044		24-Mar-2000	Guyana		2.367 N 59.45 W	Herpsilochmus rufimarginatus	644	USNM:Birds:625926	2
JQ175043		08-Sep-1998	Guyana		1.333 N 58.967 W	Herpsilochmus rufimarginatus	652	USNM:Birds:625207	2
JQ175042		02-Sep-1986	Brazil: Para		3.65 S 52.367 W	Herpsilochmus rufimarginatus	652	USNM:Birds:541415	2
JQ175041		22-Jul-2004	Guyana		4.933 N 59.883 W	Herpsilochmus roraimae	652	USNM:Birds:632438	2
JQ175040		17-Feb-2007	Guyana: Cuyuni-Mazaruni		5.984 N 61.045 W	Herpsilochmus roraimae	652	USNM:Birds:639144	2
JQ175039		24-Mar-2001	Guyana		5.317 N 60.767 W	Herpsilochmus roraimae	652	USNM:Birds:616725	2
JQ175038		06-Nov-2000	Guyana		2.817 N 59.817 W	Herpetotheres cachinnans	652	USNM:Birds:623106	2
JQ175037		14-Oct-2000	Guyana		6.017 N 58.20 W	Herpetotheres cachinnans	652	USNM:Birds:616781	2
JQ175036		13-Nov-1994	Guyana: Essequibo		5.50 N 60.783 W	Henicorhina leucosticta	652	USNM:Birds:609190	2
JQ175035		25-Jul-2004	Guyana		4.933 N 59.883 W	Henicorhina leucosticta	652	USNM:Birds:632698	2
JQ175033		03-May-1990	Panama: Chiriqui			Henicorhina leucophrys	652	USNM:Birds:607610	2
JQ175030		25-Aug-1986	Brazil: Para		3.65 S 52.367 W	Hemitriccus minor	652	USNM:Birds:572614	2
JQ175029		14-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Hemitriccus josephinae	652	USNM:Birds:637062	2
JQ175028		11-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Hemitriccus josephinae	652	USNM:Birds:637115	2
JQ175027		22-Mar-1999	Guyana		1.583 N 58.633 W	Hemitriccus josephinae	620	USNM:Birds:622048	2
JQ175026		09-Sep-1986	Brazil: Para		3.65 S 52.367 W	Hemithraupis guira	639	USNM:Birds:562414	2
JQ175025		18-Sep-1997	Guyana: Northwest District		7.367 N 60.483 W	Hemithraupis flavicollis	652	USNM:Birds:616405	2
JQ175023		10-May-1989	Philippines: Luzon		17.85 N 121.983 E	Hemiprocne comata	514	USNM:Birds:607338	2
JQ175022		03-Jun-2002	USA: Virginia		38.538 N 78.65 W	Helmitheros vermivorum	652	USNM:Birds:627713	2
JQ175021		19-Mar-1999	Guyana		1.583 N 58.633 W	Heliothryx auritus	636	USNM:Birds:587751	2
JQ175020		06-Sep-1998	Guyana		1.383 N 58.933 W	Heliothryx auritus	630	USNM:Birds:621731	2
JQ175019		06-Oct-2000	Guyana		6.633 N 58.167 W	Heliornis fulica	595	USNM:Birds:623068	2
JQ175018		11-Aug-2006	Guyana: Upper Takutu-Upper Essequibo		2.971 N 58.594 W	Heliornis fulica	645	USNM:Birds:637116	2
JQ175016		11-Nov-2005	Uruguay: Artigas		30.493 S 57.738 W	Heliomaster furcifer	617	USNM:Birds:635998	2
JQ175015		11-Nov-2005	Uruguay: Artigas		30.493 S 57.738 W	Heliomaster furcifer	579	USNM:Birds:636130	2
JQ175014		02-Apr-2001	Guyana		5.267 N 60.733 W	Heliodoxa xanthogonys	652	USNM:Birds:626909	2
JQ175013		31-Mar-2001	Guyana		5.267 N 60.733 W	Heliodoxa xanthogonys	552	USNM:Birds:626900	2
JQ175012		24-Mar-2001	Guyana		5.283 N 60.75 W	Heliodoxa xanthogonys	639	USNM:Birds:626777	2
JQ175011		07-May-1990	Panama: Chiriqui			Heliodoxa jacula	645	USNM:Birds:542813	2
JQ175009		07-May-1990	Panama: Chiriqui			Heliodoxa jacula	645	USNM:Birds:607599	2
JQ175008		10-Oct-2002	Gabon: Ogooue-Maritime		2.343 S 9.596 E	Hedydipna collaris	652	USNM:Birds:630896	2
JQ175007		23-Feb-2006	Gabon: Ogooue-Maritime		1.972 S 9.865 E	Hedydipna collaris	651	USNM:Birds:616680	2
JQ175006		03-Mar-2006	Gabon: Ogooue-Maritime		1.936 S 9.881 E	Hedydipna collaris	651	USNM:Birds:626999	2
JQ175005		13-Dec-2000	Guyana		6.017 N 58.20 W	Harpagus bidentatus	652	USNM:Birds:626730	2
JQ175004		18-Sep-1986	Brazil: Para		3.65 S 52.367 W	Harpagus bidentatus	652	USNM:Birds:541310	2
JQ175003		07-Feb-1989	Panama: Bocas Del Toro			Harpagus bidentatus	652	USNM:Birds:612258	2
JQ175002		21-Nov-1994	Myanmar: Pegu			Harpactes erythrocephalus	652	USNM:Birds:620296	2
JQ175001		22-Nov-1994	Myanmar: Pegu			Harpactes erythrocephalus	652	USNM:Birds:620297	2
JQ175000		09-May-1989	Philippines: Luzon		17.833 N 122.017 E	Harpactes ardens	652	USNM:Birds:607340	2
JQ174998		10-May-1988	Australia: Victoria			Haliastur sphenurus	652	USNM:Birds:610563	2
JQ174997		05-May-1989	Philippines: Luzon		17.85 N 121.983 E	Halcyon smyrnensis	651	USNM:Birds:607352	2
JQ174996		28-Apr-1989	Philippines: Luzon		17.917 N 122.033 E	Halcyon smyrnensis	651	USNM:Birds:613070	2
JQ174995		05-May-1989	Philippines: Luzon		17.85 N 121.983 E	Halcyon smyrnensis	651	USNM:Birds:613068	2
JQ174994		28-Sep-2002	Gabon: Ogooue-Maritime		2.34 S 9.598 E	Halcyon malimbica	652	USNM:Birds:630797	2
JQ174993		15-Jun-2006	Gabon: Ogooue-Maritime		1.821 S 9.882 E	Halcyon malimbica	652	USNM:Birds:616796	2
JQ174992		15-Jun-2006	Gabon: Ogooue-Maritime		1.821 S 9.882 E	Halcyon malimbica	652	USNM:Birds:627281	2
JQ174991		29-Apr-1989	Philippines: Luzon		17.917 N 122.033 E	Halcyon coromanda	651	USNM:Birds:613067	2
JQ174990		08-Jun-2007	Gabon: Ogooue-Maritime		1.848 S 9.86 E	Halcyon badia	652	USNM:Birds:622993	2
JQ174989		15-Jun-2006	Gabon: Ogooue-Maritime		1.821 S 9.882 E	Halcyon badia	652	USNM:Birds:627280	2
JQ174988		31-Mar-2000	Guyana		2.20 N 59.367 W	Haematoderus militaris	652	USNM:Birds:626149	2
JQ174987		31-Mar-2000	Guyana		2.20 N 59.367 W	Haematoderus militaris	649	USNM:Birds:622273	2
JQ174986		01-Mar-1991	Panama: Bocas Del Toro			Habia fuscicauda	645	USNM:Birds:608233	2
JQ174985		13-Apr-1990	Panama: Bocas Del Toro			Habia fuscicauda	648	USNM:Birds:607925	2
JQ174982		29-Aug-1986	Brazil: Para		3.65 S 52.367 W	Psarocolius bifasciatus	652	USNM:Birds:562401	2
JQ174981		26-Aug-1986	Brazil: Para		3.65 S 52.367 W	Psarocolius bifasciatus	652	USNM:Birds:572624	2
JQ174980		27-Aug-1986	Brazil: Para		3.65 S 52.367 W	Psarocolius bifasciatus	652	USNM:Birds:572574	2
JQ174979		02-Mar-1989	Panama: Bocas Del Toro			Gymnopithys leucaspis	652	USNM:Birds:606951	2
JQ174978		05-Mar-1989	Panama: Bocas Del Toro			Gymnopithys leucaspis	651	USNM:Birds:612382	2
JQ174977		20-Apr-1990	Panama: Bocas Del Toro			Gymnopithys leucaspis	652	USNM:Birds:607768	2
JQ174976		23-Feb-1989	Panama: Bocas Del Toro			Gymnocichla nudiceps	652	USNM:Birds:612378	2
JQ174975		25-Feb-1989	Panama: Bocas Del Toro			Gymnocichla nudiceps	651	USNM:Birds:612379	2
JQ174974		06-May-1998	Johnston Atoll: Johnston Island			Gygis alba	647	USNM:Birds:622589	2
JQ174973		11-Jul-2001	Johnston Atoll: Johnston Island			Gygis alba	652	USNM:Birds:631399	2
JQ174972		18-Nov-1999	Johnston Atoll: Johnston Island			Gygis alba	629	USNM:Birds:622417	2
JQ174971		04-Sep-1991	Pacific Ocean		5.00 S 140.00 W	Gygis alba	652	USNM:Birds:614229	2
JQ174970		04-Sep-1991	Pacific Ocean		5.00 S 140.00 W	Gygis alba	652	USNM:Birds:614228	2
JQ174969		04-Sep-1991	Pacific Ocean		5.00 S 140.00 W	Gygis alba	652	USNM:Birds:614227	2
JQ174968		04-Nov-2005	Uruguay: Artigas		30.81 S 56.096 W	Guira guira	652	USNM:Birds:635973	2
JQ174967		24-Feb-1992	Argentina: Buenos Aires			Guira guira	652	USNM:Birds:614645	2
JQ174966		04-Nov-2005	Uruguay: Artigas		30.81 S 56.096 W	Guira guira	652	USNM:Birds:636117	2
JQ174965		18-Jun-1992	USA: Maryland			Antigone canadensis	652	USNM:Birds:621384	2
JQ174964		11-Nov-2005	Uruguay: Artigas		30.493 S 57.738 W	Griseotyrannus aurantioatrocristatus	609	USNM:Birds:636076	2
JQ174963		06-Nov-2005	Uruguay: Artigas		30.132 S 57.038 W	Griseotyrannus aurantioatrocristatus	634	USNM:Birds:635868	3
JQ174962		31-Mar-2001	Guyana		5.267 N 60.733 W	Grallaricula nana	652	USNM:Birds:626798	2
JQ174961		04-Apr-2001	Guyana		5.267 N 60.733 W	Grallaricula nana	652	USNM:Birds:616731	2
JQ174960		05-Apr-2001	Guyana		5.267 N 60.733 W	Grallaricula nana	652	USNM:Birds:626667	2
JQ174959		28-Sep-1986	Brazil: Para		3.65 S 52.367 W	Grallaria varia	652	USNM:Birds:541383	2
JQ174958		27-Sep-1997	Guyana: Northwest District		7.367 N 60.483 W	Grallaria varia	652	USNM:Birds:586402	2
JQ174957		25-Mar-1999	Guyana		1.583 N 58.633 W	Grallaria varia	652	USNM:Birds:625538	2
JQ174956		20-Aug-1986	Brazil: Para		3.65 S 52.367 W	Grallaria varia	652	USNM:Birds:541382	2
JQ174955		11-Apr-2001	Guyana		5.267 N 60.733 W	Grallaria guatimalensis	639	USNM:Birds:626834	2
JQ174954		02-Apr-2001	Guyana		5.267 N 60.733 W	Grallaria guatimalensis	652	USNM:Birds:626804	2
JQ174953		07-Dec-1994	Myanmar: Sagaing			Sturnus nigricollis	652	USNM:Birds:620448	2
JQ174952		22-Oct-2005	Uruguay: Maldonado		34.279 S 54.648 W	Gnorimopsar chopi	633	USNM:Birds:635789	2
JQ174951		30-Aug-2002	Uruguay: Tacuarembo		32.283 S 55.45 W	Gnorimopsar chopi	652	USNM:Birds:630111	2
JQ174950		21-Oct-2005	Uruguay: Maldonado		34.279 S 54.648 W	Gnorimopsar chopi	652	USNM:Birds:636083	2
JQ174949		06-Feb-2001	Guyana		5.20 N 57.283 W	Glaucis hirsutus	639	USNM:Birds:627191	2
JQ174947		28-Apr-1994	Panama: Bocas Del Toro		9.467 N 82.667 W	Glaucis aeneus	652	USNM:Birds:615096	2
JQ174946		25-Feb-1989	Panama: Bocas Del Toro			Glaucis aeneus	652	USNM:Birds:606758	2
JQ174945		12-Jun-2006	Gabon: Ogooue-Maritime		1.825 S 9.881 E	Glaucidium tephronotum	652	USNM:Birds:616808	2
JQ174942		01-Apr-2000	Guyana		2.20 N 59.367 W	Glaucidium hardyi	652	USNM:Birds:616636	2
JQ174940		29-Aug-1996	USA: Washington		47.25 N 120.667 W	Glaucidium gnoma	652	USNM:Birds:621145	2
JQ174939		27-Nov-1997	Myanmar: Sagaing			Glaucidium cuculoides	652	USNM:Birds:586565	2
JQ174937		05-Nov-2000	Guyana		2.967 N 59.95 W	Geranospiza caerulescens	652	USNM:Birds:627343	2
JQ174936		09-May-1990	Panama: Chiriqui			Zentrygon costaricensis	652	USNM:Birds:613283	2
JQ174932		10-Feb-1988	Panama: Bocas Del Toro			Geothlypis semiflava	652	USNM:Birds:611632	2
JQ174931		08-Apr-1990	Panama: Bocas Del Toro			Geothlypis semiflava	651	USNM:Birds:607901	2
JQ174916		23-Nov-1994	Myanmar: Pegu			Garrulax leucolophus	652	USNM:Birds:620310	2
JQ174915		28-Feb-2001	Myanmar: Kachin		28.051 N 97.649 E	Garrulax erythrocephalus	652	USNM:Birds:631856	2
JQ174914		28-Feb-2001	Myanmar: Kachin		28.051 N 97.649 E	Garrulax erythrocephalus	652	USNM:Birds:631855	2
JQ174913		26-Apr-1995	Myanmar: Chin			Garrulax erythrocephalus	652	USNM:Birds:620605	2
JQ174912		25-Feb-2001	Myanmar: Kachin		28.168 N 97.68 E	Garrulax affinis	652	USNM:Birds:631847	2
JQ174911		06-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Gampsonyx swainsonii	652	USNM:Birds:632846	2
JQ174910		07-Nov-2000	Guyana		2.817 N 59.817 W	Gampsonyx swainsonii	652	USNM:Birds:625862	2
JQ174909		11-May-1988	Australia			Gallinula tenebrosa	652	USNM:Birds:542174	2
JQ174908		06-Sep-2002	Uruguay: Soriano		33.778 S 57.231 W	Gallinula melanops	652	USNM:Birds:630266	2
JQ174907		15-Oct-2000	Guyana		6.30 N 58.217 W	Gallinago undulata	652	USNM:Birds:627364	2
JQ174906		26-Feb-2007	Guyana: Cuyuni-Mazaruni		5.984 N 61.045 W	Gallinago undulata	652	USNM:Birds:639382	2
JQ174903		19-Jun-1997	Mongolia: Tov		48.363 N 106.304 E	Gallinago megala	625	USNM:Birds:621521	2
JQ174902		29-Jan-1994	Papua New Guinea: New Ireland		4.45 S 152.933 E	Gallicolumba beccarii	652	USNM:Birds:615012	2
JQ174901		06-Aug-2004	Guyana: Upper Takutu-Upper Essequibo		3.883 N 59.583 W	Galbula ruficauda	652	USNM:Birds:632845	2
JQ174884		29-Feb-1992	Argentina: Buenos Aires			Fulica rufifrons	652	USNM:Birds:614603	2
JQ174883		25-Feb-1992	Argentina: Buenos Aires			Fulica rufifrons	652	USNM:Birds:614604	2
JQ174882		07-Nov-2005	Uruguay: Artigas		30.164 S 57.038 W	Fulica leucoptera	652	USNM:Birds:635766	2
JQ174881		07-Nov-2005	Uruguay: Artigas		30.164 S 57.038 W	Fulica leucoptera	652	USNM:Birds:635765	2
JQ174880		21-Feb-1992	Argentina: Buenos Aires			Fulica leucoptera	652	USNM:Birds:614598	2
JQ174879		21-Feb-1992	Argentina: Buenos Aires			Fulica leucoptera	652	USNM:Birds:614599	2
JQ174863		09-Apr-2007	Gabon: Ogooue-Maritime		2.587 S 10.234 E	Fraseria cinerascens	652	USNM:Birds:631605	2
JQ174860		14-Feb-1999	Guyana		6.517 N 57.733 W	Forpus passerinus	652	USNM:Birds:625361	2
JQ174859		12-Mar-2000	Guyana		5.767 N 57.183 W	Forpus passerinus	652	USNM:Birds:626097	2
JQ174858		12-Mar-2000	Guyana		5.767 N 57.183 W	Forpus passerinus	652	USNM:Birds:626098	2
JQ174857		08-Nov-2000	Guyana		2.817 N 59.817 W	Formicivora grisea	652	USNM:Birds:627511	2
JQ174856		03-Nov-2000	Guyana		2.817 N 59.817 W	Formicivora grisea	648	USNM:Birds:627481	2
