accession	collection_date	country	lat_lon	scientific_name	specimen_voucher	sequence_length	trace_count
JQ175580	07-Oct-1995	Argentina: Tucuman	26.738 S 65.768 W	Nothoprocta ornata	USNM:Birds:620750	649	2
JQ175579	08-Oct-1995	Argentina: Tucuman	26.738 S 65.768 W	Nothoprocta ornata	USNM:Birds:620751	626	2
JQ175578	04-Oct-1995	Argentina: Tucuman	26.738 S 65.768 W	Nothoprocta ornata	USNM:Birds:609491	652	2
JQ175577	17-Mar-1999	Guyana	1.583 N 58.567 W	Notharchus tectus	USNM:Birds:625400	652	2
JQ175576	18-Nov-2000	Guyana	6.017 N 58.20 W	Notharchus macrorhynchos	USNM:Birds:625875	652	2
JQ175575	19-Nov-2000	Guyana	6.017 N 58.20 W	Notharchus macrorhynchos	USNM:Birds:623128	649	2
JQ175574	27-Apr-2000	Guyana	6.017 N 58.20 W	Notharchus macrorhynchos	USNM:Birds:626085	636	2
JQ175573	26-Apr-2000	Guyana	6.017 N 58.20 W	Notharchus macrorhynchos	USNM:Birds:622313	652	2
JQ175572	11-Mar-2000	Guyana	6.017 N 58.20 W	Notharchus macrorhynchos	USNM:Birds:625945	652	2
JQ175571	19-Oct-1989	Australia: Queensland		Northiella haematogaster	USNM:Birds:542619	652	2
JQ175570	27-Jun-1989	Australia: Queensland		Northiella haematogaster	USNM:Birds:612688	652	2
JQ175569	24-Aug-1998	Guyana	1.417 N 58.95 W	Nonnula rubecula	USNM:Birds:625135	652	2
JQ175568	26-Oct-1995	Argentina: Misiones	26.955 S 55.088 W	Nonnula rubecula	USNM:Birds:609536	652	2
JQ175567	06-Apr-2000	Guyana	2.20 N 59.367 W	Nomonyx dominica	USNM:Birds:622360	652	2
JQ175566	28-Jan-1994	Papua New Guinea: New Ireland	4.45 S 152.933 E	Ninox variegata	USNM:Birds:615019	652	2
JQ175565	25-Jan-1994	Papua New Guinea: New Ireland	4.45 S 152.933 E	Ninox variegata	USNM:Birds:615018	652	2
JQ175564	27-Apr-1989	Philippines: Luzon	17.917 N 122.033 E	Ninox philippensis	USNM:Birds:613057	651	2
JQ175563	11-May-1989	Philippines: Luzon	17.833 N 122.017 E	Ninox philippensis	USNM:Birds:607326	651	2
JQ175562	05-May-1989	Philippines: Luzon	17.85 N 121.983 E	Ninox philippensis	USNM:Birds:607325	651	2
JQ175561	12-Oct-1989	Australia: Queensland		Ninox novaeseelandiae	USNM:Birds:612701	652	2
JQ175560	05-Oct-1989	Australia: Queensland		Ninox novaeseelandiae	USNM:Birds:612700	652	2
JQ175559	17-Feb-2001	Myanmar: Kachin	27.832 N 97.763 E	Niltava sundara	USNM:Birds:631827	652	2
JQ175558	15-Feb-2001	Myanmar: Kachin	27.611 N 97.898 E	Niltava sundara	USNM:Birds:631816	652	2
JQ175557	06-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Nigrita bicolor	USNM:Birds:631570	652	2
JQ175556	05-Jun-2006	Gabon: Ogooue-Maritime	1.936 S 9.881 E	Nicator chloris	USNM:Birds:623014	652	2
JQ175555	31-May-2006	Gabon: Ogooue-Maritime	1.857 S 9.852 E	Nicator chloris	USNM:Birds:627313	651	2
JQ175554	01-Jun-2006	Gabon: Ogooue-Maritime	1.857 S 9.852 E	Nicator chloris	USNM:Birds:627315	651	2
JQ175553	18-Mar-1991	Pacific Ocean	5.00 S 140.00 W	Nesofregetta fuliginosa	USNM:Birds:613930	652	2
JQ175552	05-Mar-1991	Pacific Ocean	2.00 N 140.00 W	Nesofregetta fuliginosa	USNM:Birds:613931	652	2
JQ175551	09-Sep-1991	Pacific Ocean	5.00 S 140.00 W	Nesofregetta fuliginosa	USNM:Birds:614206	652	2
JQ175550	18-Mar-1999	Guyana	1.583 N 58.567 W	Neopipo cinnamomea	USNM:Birds:625573	652	2
JQ175549	02-Mar-1999	Guyana	1.65 N 58.617 W	Neopipo cinnamomea	USNM:Birds:616556	652	2
JQ175548	19-Jul-2004	Guyana	4.933 N 59.883 W	Neopipo cinnamomea	USNM:Birds:632421	652	2
JQ175547	27-Jun-1989	Australia: Queensland		Neophema splendida	USNM:Birds:612690	652	2
JQ175546	19-Oct-1989	Australia: Queensland		Neophema splendida	USNM:Birds:542621	652	2
JQ175545	01-Jan-2001	Australia		Neophema splendida	USNM:Birds:620221	652	2
JQ175544	28-Sep-1989	Australia: Queensland		Neophema elegans	USNM:Birds:612689	652	2
JQ175543	19-Oct-1989	Australia: Queensland		Neophema elegans	USNM:Birds:542620	652	2
JQ175542	16-Apr-2000	Guyana	2.867 N 59.267 W	Neopelma pallescens	USNM:Birds:626218	652	2
JQ175540	12-Feb-2001	Guyana	5.20 N 57.283 W	Neopelma chrysocephalum	USNM:Birds:627212	652	2
JQ175538	13-Dec-2000	Guyana	6.017 N 58.20 W	Neopelma chrysocephalum	USNM:Birds:627076	652	2
JQ175537	26-Jul-2004	Guyana	4.965 N 59.914 W	Neomorphus rufipennis	USNM:Birds:632470	622	2
JQ175536	15-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Neocossyphus rufus	USNM:Birds:631624	652	2
JQ175534	07-Mar-2006	Gabon: Ogooue-Maritime	1.871 S 9.866 E	Neocossyphus rufus	USNM:Birds:622866	573	2
JQ175533	06-Jun-2006	Gabon: Ogooue-Maritime	1.848 S 9.86 E	Neocossyphus poensis	USNM:Birds:627324	652	2
JQ175532	30-Sep-2002	Gabon: Ogooue-Maritime	2.34 S 9.598 E	Neocossyphus poensis	USNM:Birds:630810	652	2
JQ175531	15-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Neocossyphus poensis	USNM:Birds:631637	652	2
JQ175530	12-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Neocossyphus fraseri	USNM:Birds:631617	652	2
JQ175529	15-Jun-2006	Gabon: Ogooue-Maritime	1.821 S 9.882 E	Neocossyphus fraseri	USNM:Birds:627279	652	2
JQ175528	06-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Neocossyphus fraseri	USNM:Birds:631563	652	2
JQ175527	07-Nov-2000	Guyana	2.817 N 59.817 W	Nemosia pileata	USNM:Birds:627407	649	2
JQ175525	09-May-1989	Philippines: Luzon	17.85 N 121.983 E	Cinnyris jugularis	USNM:Birds:607558	623	2
JQ175524	17-Aug-1986	Brazil: Para	3.65 S 52.367 W	Nasica longirostris	USNM:Birds:562241	652	2
JQ175523	12-Feb-2001	Myanmar: Kachin	27.50 N 97.802 E	Turdinus brevicaudatus	USNM:Birds:631802	652	2
JQ175521	05-Apr-2001	Guyana	5.267 N 60.733 W	Nannopsittaca panychlora	USNM:Birds:616743	652	2
JQ175519	21-Feb-1989	Panama: Bocas Del Toro		Myrmotherula surinamensis	USNM:Birds:612370	652	2
JQ175518	04-Sep-1986	Brazil: Para		Myrmotherula surinamensis	USNM:Birds:572568	651	2
JQ175517	17-Jan-2001	Guyana	5.517 N 60.733 W	Myrmotherula surinamensis	USNM:Birds:622888	652	2
JQ175516	12-Mar-1999	Guyana	1.583 N 58.633 W	Myrmotherula surinamensis	USNM:Birds:616572	644	2
JQ175515	12-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Myrmotherula surinamensis	USNM:Birds:637119	652	2
JQ175514	17-Aug-1986	Brazil: Para	3.65 S 52.367 W	Myrmotherula surinamensis	USNM:Birds:562294	652	2
JQ175511	07-May-1990	Panama: Chiriqui		Myrmotherula schisticolor	USNM:Birds:607608	619	2
JQ175510	17-Aug-1986	Brazil: Para	3.65 S 52.367 W	Epinecrophylla ornata	USNM:Birds:572571	652	2
JQ175509	16-Aug-1986	Brazil: Para		Epinecrophylla ornata	USNM:Birds:572570	652	2
JQ175508	27-Sep-1986	Brazil: Para	3.65 S 52.367 W	Epinecrophylla ornata	USNM:Birds:541413	652	2
JQ175507	15-Mar-1999	Guyana	1.583 N 58.633 W	Myrmotherula menetriesii	USNM:Birds:625495	641	2
JQ175505	04-Dec-2004	Guyana	6.40 N 58.767 W	Epinecrophylla gutturalis	USNM:Birds:627118	652	2
JQ175504	25-Feb-1989	Panama: Bocas Del Toro		Epinecrophylla fulviventris	USNM:Birds:606865	652	2
JQ175503	21-Apr-1990	Panama: Bocas Del Toro		Epinecrophylla fulviventris	USNM:Birds:607747	645	2
JQ175502	04-Mar-1991	Panama: Bocas Del Toro		Epinecrophylla fulviventris	USNM:Birds:608129	648	2
JQ175500	19-Aug-1986	Brazil: Para	3.65 S 52.367 W	Myrmotherula brachyura	USNM:Birds:541408	652	2
JQ175497	26-Jul-2004	Guyana	4.965 N 59.914 W	Myrmotherula behni	USNM:Birds:632469	652	2
JQ175496	26-Jul-2004	Guyana	4.965 N 59.914 W	Myrmotherula behni	USNM:Birds:632473	652	2
JQ175495	05-Apr-2001	Guyana	5.267 N 60.733 W	Myrmothera simplex	USNM:Birds:626921	652	2
JQ175494	19-Mar-2001	Guyana	5.283 N 60.75 W	Myrmothera simplex	USNM:Birds:626869	652	2
JQ175493	07-Apr-2001	Guyana	5.267 N 60.733 W	Myrmothera simplex	USNM:Birds:626929	652	2
JQ175492	12-Mar-1999	Guyana	1.583 N 58.633 W	Myrmothera campanisona	USNM:Birds:625540	652	2
JQ175489	14-Jul-2004	Guyana	4.933 N 59.883 W	Myrmornis torquata	USNM:Birds:632391	652	2
JQ175488	21-Jul-2004	Guyana	4.933 N 59.883 W	Myrmornis torquata	USNM:Birds:632432	652	2
JQ175487	31-Aug-1986	Brazil: Para	3.65 S 52.367 W	Myrmoborus myotherinus	USNM:Birds:562315	652	2
JQ175486	23-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	3.58 N 58.663 W	Myrmoborus leucophrys	USNM:Birds:637174	652	2
JQ175484	19-Sep-1986	Brazil: Para	3.65 S 52.367 W	Myrmoborus leucophrys	USNM:Birds:572585	652	2
JQ175483	16-Aug-1986	Brazil: Para	3.65 S 52.367 W	Myrmoborus leucophrys	USNM:Birds:562314	652	2
JQ175482	22-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Myrmoborus leucophrys	USNM:Birds:637080	652	2
JQ175481	06-May-1994	Panama: Panama		Myrmeciza longipes	USNM:Birds:608931	652	2
JQ175480	29-Oct-2000	Guyana	2.733 N 59.983 W	Myrmeciza longipes	USNM:Birds:627335	652	2
JQ175479	29-Oct-2000	Guyana	2.733 N 59.983 W	Myrmeciza longipes	USNM:Birds:627336	652	2
JQ175478	06-May-1994	Panama: Panama		Myrmeciza longipes	USNM:Birds:608932	652	2
JQ175476	25-Jan-1994	Panama: San Blas		Myrmeciza laemosticta	USNM:Birds:620101	652	2
JQ175475	26-Jan-1994	Panama: San Blas		Myrmeciza laemosticta	USNM:Birds:608927	652	2
JQ175474	03-May-1990	Panama: Chiriqui		Myrmeciza immaculata	USNM:Birds:542837	652	2
JQ175471	21-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Myrmeciza ferruginea	USNM:Birds:637075	611	2
JQ175470	04-Feb-2001	Guyana	5.20 N 57.283 W	Myrmeciza ferruginea	USNM:Birds:626745	652	2
JQ175469	23-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	3.58 N 58.663 W	Myrmeciza ferruginea	USNM:Birds:637175	652	2
JQ175468	12-Feb-1988	Panama: Bocas Del Toro		Myrmeciza exsul	USNM:Birds:606200	652	2
JQ175467	07-Apr-1990	Panama: Bocas Del Toro		Myrmeciza exsul	USNM:Birds:607755	622	2
JQ175466	28-Apr-1990	Panama: Bocas Del Toro	9.083 N 81.85 W	Myrmeciza exsul	USNM:Birds:607764	645	2
JQ175465	19-Oct-2000	Guyana	6.017 N 58.20 W	Myrmeciza atrothorax	USNM:Birds:627458	652	2
JQ175463	25-Mar-1999	Guyana	1.65 N 58.617 W	Myrmeciza atrothorax	USNM:Birds:625529	652	2
JQ175462	12-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Myiozetetes luteiventris	USNM:Birds:637121	652	2
JQ175461	11-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Myiozetetes luteiventris	USNM:Birds:637114	652	2
JQ175460	14-Feb-1988	Panama: Bocas Del Toro		Myiozetetes granadensis	USNM:Birds:606317	652	2
JQ175459	10-Feb-2001	Guyana	5.20 N 57.283 W	Myiozetetes cayanensis	USNM:Birds:627102	652	2
JQ175458	23-Oct-2000	Guyana	6.733 N 58.217 W	Myiozetetes cayanensis	USNM:Birds:627379	652	2
JQ175457	21-Feb-1999	Guyana	5.941 N 58.242 W	Myiornis ecaudatus	USNM:Birds:625632	652	2
JQ175455	09-Mar-1991	Panama: Bocas Del Toro		Myiornis atricapillus	USNM:Birds:608210	649	2
JQ175454	30-Mar-2001	Guyana	5.267 N 60.733 W	Myiophobus roraimae	USNM:Birds:626651	652	2
JQ175453	11-Nov-2005	Uruguay: Artigas	30.493 S 57.738 W	Myiophobus fasciatus	USNM:Birds:636128	652	2
JQ175452	04-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Myiopagis viridicata	USNM:Birds:632775	652	2
JQ175451	02-Aug-2004	Guyana: Upper Takutu-Upper Essequibo	3.883 N 59.583 W	Myiopagis viridicata	USNM:Birds:632770	521	2
JQ175450	26-Nov-2004	Guyana	6.517 N 57.733 W	Myiopagis gaimardii	USNM:Birds:627113	514	2
JQ175449	26-Nov-2004	Guyana	6.517 N 57.733 W	Myiopagis gaimardii	USNM:Birds:627112	520	2
JQ175448	12-Mar-1991	Panama: Bocas Del Toro		Myiodynastes hemichrysus	USNM:Birds:615204	649	2
JQ175444	11-Mar-1991	Panama: Bocas Del Toro		Myioborus torquatus	USNM:Birds:608223	614	2
JQ175443	25-Mar-2001	Guyana	5.283 N 60.75 W	Myioborus miniatus	USNM:Birds:626782	639	2
JQ175427	25-Jan-1994	Papua New Guinea: New Ireland	4.504 S 152.937 E	Myiagra alecto	USNM:Birds:615032	652	2
JQ175426	28-Jul-1991	USA: Florida		Mycteria americana	USNM:Birds:622460	652	2
JQ175422	02-Oct-1995	Argentina: Tucuman	26.75 S 65.738 W	Muscisaxicola rufivertex	USNM:Birds:616261	652	2
JQ175421	08-Oct-1995	Argentina: Tucuman	26.738 S 65.768 W	Muscisaxicola cinereus	USNM:Birds:609501	652	2
JQ175420	08-Oct-1995	Argentina: Tucuman	26.738 S 65.768 W	Muscisaxicola cinereus	USNM:Birds:620754	652	2
JQ175417	05-Jun-1997	Mongolia: Bayanhongor	44.904 N 100.567 E	Montifringilla davidiana	USNM:Birds:586681	649	2
JQ175416	16-Mar-1990	Philippines: Cagayan, Babuyan Islands		Monticola solitarius	USNM:Birds:635258	648	2
JQ175414	16-Mar-1990	Philippines: Cagayan, Babuyan Islands		Monticola solitarius	USNM:Birds:635260	648	2
JQ175413	03-Jun-1997	Mongolia: Bayanhongor	44.104 N 100.925 E	Monticola saxatilis	USNM:Birds:586679	623	2
JQ175412	23-Sep-1986	Brazil: Para	3.65 S 52.367 W	Monasa nigrifrons	USNM:Birds:541608	652	2
JQ175395	12-Mar-1991	Panama: Bocas Del Toro		Mitrephanes phaeocercus	USNM:Birds:614071	648	2
JQ175394	05-Dec-1994	Myanmar: Sagaing		Mirafra assamica	USNM:Birds:620420	652	2
JQ175393	03-Dec-1997	Myanmar: Sagaing		Mirafra assamica	USNM:Birds:586569	618	2
JQ175375	25-Feb-2007	Guyana: Cuyuni-Mazaruni	5.984 N 61.045 W	Micropygia schomburgkii	USNM:Birds:639225	652	2
JQ175374	26-Mar-2000	Guyana	2.367 N 59.45 W	Micropygia schomburgkii	USNM:Birds:622265	652	2
JQ175373	14-Feb-1994	Papua New Guinea: New Ireland	4.55 S 152.95 E	Micropsitta finschii	USNM:Birds:615016	652	2
JQ175371	12-May-1989	Philippines: Luzon	17.833 N 122.017 E	Microhierax erythrogenys	USNM:Birds:613009	651	2
JQ175370	11-Dec-1994	Myanmar: Sagaing		Microhierax caerulescens	USNM:Birds:620491	651	2
JQ175369	24-Mar-2001	Guyana	5.283 N 60.75 W	Microcerculus ustulatus	USNM:Birds:626844	639	2
JQ175368	01-Apr-2001	Guyana	5.267 N 60.733 W	Microcerculus ustulatus	USNM:Birds:626800	652	2
JQ175367	27-Mar-2001	Guyana	5.283 N 60.75 W	Microcerculus ustulatus	USNM:Birds:626847	639	2
JQ175366	10-Nov-2000	Guyana	2.817 N 59.817 W	Micrastur ruficollis	USNM:Birds:627419	649	2
JQ175364	05-Sep-1998	Guyana	1.383 N 58.933 W	Micrastur mirandollei	USNM:Birds:616511	609	2
JQ175363	03-Oct-1995	Argentina: Tucuman	26.745 S 65.778 W	Metriopelia morenoi	USNM:Birds:616268	652	2
JQ175362	28-Apr-1990	Panama: Bocas Del Toro		Mesembrinibis cayennensis	USNM:Birds:613351	652	2
JQ175361	22-Mar-1999	Guyana	1.583 N 58.633 W	Mesembrinibis cayennensis	USNM:Birds:625335	652	2
JQ175360	06-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.592 E	Merops variegatus	USNM:Birds:627694	652	2
JQ175359	06-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.592 E	Merops variegatus	USNM:Birds:630867	652	2
JQ175358	06-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.592 E	Merops variegatus	USNM:Birds:630873	652	2
JQ175357	04-Dec-1994	Myanmar: Sagaing		Merops orientalis	USNM:Birds:620418	652	2
JQ175356	04-Dec-1994	Myanmar: Sagaing		Merops orientalis	USNM:Birds:620417	652	2
JQ175355	05-Dec-1994	Myanmar: Sagaing		Merops orientalis	USNM:Birds:620424	652	2
JQ175351	07-Oct-2002	Gabon: Ogooue-Maritime	2.33 S 9.594 E	Merops malimbicus	USNM:Birds:627697	652	2
JQ175350	07-Oct-2002	Gabon: Ogooue-Maritime	2.33 S 9.594 E	Merops malimbicus	USNM:Birds:630883	621	2
JQ175349	07-Oct-2002	Gabon: Ogooue-Maritime	2.33 S 9.594 E	Merops malimbicus	USNM:Birds:630882	626	2
JQ175348	06-Oct-2002	Gabon: Ogooue-Maritime	2.343 S 9.592 E	Merops breweri	USNM:Birds:630862	643	2
JQ175347	08-Oct-2002	Gabon: Ogooue-Maritime	2.338 S 9.591 E	Merops breweri	USNM:Birds:630891	652	2
JQ175346	08-Oct-2002	Gabon: Ogooue-Maritime	2.338 S 9.591 E	Merops breweri	USNM:Birds:627698	652	2
JQ175345	23-Nov-1994	Myanmar: Pegu		Melanochlora sultanea	USNM:Birds:620315	652	2
JQ175344	20-Feb-1989	Panama: Bocas Del Toro		Melanerpes pucherani	USNM:Birds:612343	652	2
JQ175343	04-May-2001	USA: Florida	30.639 N 86.456 W	Melanerpes erythrocephalus	USNM:Birds:626511	652	2
JQ175339	05-Dec-1988	USA: Texas		Melanerpes carolinus	USNM:Birds:609466	651	2
JQ175338	01-Jan-2001	USA: Texas		Melanerpes carolinus	USNM:Birds:609461	651	2
JQ175337	07-Dec-1988	USA: Texas		Melanerpes carolinus	USNM:Birds:609457	651	2
JQ175336	14-Mar-1998	Swaziland		Melaenornis pammelaina	USNM:Birds:621683	652	2
JQ175335	03-Mar-1999	Guyana	1.65 N 58.617 W	Megascops watsonii	USNM:Birds:625366	652	2
JQ175334	22-Aug-1998	Guyana	1.417 N 58.95 W	Megascops watsonii	USNM:Birds:625110	652	2
JQ175332	22-Jan-1996	USA: Washington		Megascops kennicottii	USNM:Birds:621105	652	2
JQ175321	16-Mar-1991	Panama: Chiriqui		Manacus aurantiacus	USNM:Birds:614016	652	2
JQ175320	17-Mar-1991	Panama: Chiriqui		Manacus aurantiacus	USNM:Birds:614017	652	2
JQ175319	17-Mar-1991	Panama: Chiriqui		Manacus aurantiacus	USNM:Birds:614018	652	2
JQ175318	16-Apr-2007	Gabon: Ogooue-Maritime	2.587 S 10.234 E	Malimbus nitens	USNM:Birds:631650	652	2
JQ175317	26-Feb-2006	Gabon: Ogooue-Maritime	1.948 S 9.852 E	Malimbus nitens	USNM:Birds:626979	651	2
JQ175316	27-Sep-2002	Gabon: Ogooue-Maritime	2.34 S 9.598 E	Malimbus nitens	USNM:Birds:630776	652	2
JQ175315	09-Sep-1986	Brazil: Para	3.65 S 52.367 W	Malacoptila rufa	USNM:Birds:562213	652	2
JQ175314	26-Apr-1990	Panama: Bocas Del Toro		Malacoptila panamensis	USNM:Birds:607732	652	2
JQ175313	23-Feb-1989	Panama: Bocas Del Toro		Malacoptila panamensis	USNM:Birds:612334	652	2
JQ175312	13-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Malacoptila fusca	USNM:Birds:637127	652	2
JQ175311	08-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Malacoptila fusca	USNM:Birds:637187	652	2
JQ175310	23-Nov-1994	Myanmar: Pegu		Malacocincla abbotti	USNM:Birds:620317	652	2
JQ175309	23-Nov-1988	Australia: Queensland		Macropygia phasianella	USNM:Birds:612673	652	2
JQ175308	29-Nov-1988	Australia: Queensland		Macropygia phasianella	USNM:Birds:612671	652	2
JQ175307	23-Nov-1988	Australia: Queensland		Macropygia phasianella	USNM:Birds:612672	652	2
JQ175306	22-Jan-1994	Papua New Guinea: New Ireland	4.50 S 152.933 E	Macropygia nigrirostris	USNM:Birds:616024	652	2
JQ175305	21-Jan-1994	Papua New Guinea: New Ireland	4.50 S 152.933 E	Macropygia amboinensis	USNM:Birds:608670	652	2
JQ175303	28-Nov-1997	Myanmar: Sagaing		Mixornis gularis	USNM:Birds:616426	644	2
JQ175302	31-Mar-2001	Guyana	5.267 N 60.733 W	Macroagelaius subalaris	USNM:Birds:626655	652	2
JQ175301	08-Apr-2001	Guyana	5.267 N 60.733 W	Macroagelaius subalaris	USNM:Birds:626932	651	2
JQ175300	23-Jul-2004	Guyana	4.933 N 59.883 W	Macroagelaius subalaris	USNM:Birds:632318	652	2
JQ175298	29-Oct-2005	Uruguay: Rocha	33.196 S 53.669 W	Machetornis rixosa	USNM:Birds:635845	652	2
JQ175297	04-Sep-2002	Uruguay: Soriano	33.783 S 57.333 W	Machetornis rixosa	USNM:Birds:630192	626	2
JQ175296	07-Sep-2002	Uruguay: Soriano	33.783 S 57.333 W	Machetornis rixosa	USNM:Birds:630200	652	2
JQ175294	06-May-1990	Panama: Chiriqui		Arremon crassirostris	USNM:Birds:542858	645	2
JQ175291	23-Apr-1995	Myanmar: Chin		Luscinia brunnea	USNM:Birds:620595	652	2
JQ175290	26-Apr-1995	Myanmar: Chin		Luscinia brunnea	USNM:Birds:620607	652	2
JQ175289	21-Apr-2001	Guyana	6.017 N 58.20 W	Lurocalis semitorquatus	USNM:Birds:622777	652	2
JQ175288	11-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Lurocalis semitorquatus	USNM:Birds:637208	641	2
JQ175287	06-Aug-1989	Saint Vincent and the Grenadines: St. Andrew Parish		Loxigilla noctis	USNM:Birds:612582	652	2
JQ175286	04-Aug-1989	Saint Vincent and the Grenadines: St. Andrew Parish		Loxigilla noctis	USNM:Birds:612581	652	2
JQ175285	06-Aug-1989	Saint Vincent and the Grenadines: St. Andrew Parish		Loxigilla noctis	USNM:Birds:612584	652	2
JQ175284	27-Jan-1994	Papua New Guinea: New Ireland	4.45 S 152.933 E	Lorius albidinucha	USNM:Birds:615015	652	2
JQ175283	10-May-1989	Philippines: Luzon	17.85 N 121.983 E	Loriculus philippensis	USNM:Birds:607295	652	2
JQ175282	13-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Lophotriccus vitiosus	USNM:Birds:637220	517	2
JQ175281	23-Jul-2004	Guyana	4.933 N 59.883 W	Lophotriccus vitiosus	USNM:Birds:632447	630	2
JQ175280	24-Oct-2000	Guyana	6.10 N 58.25 W	Lophotriccus galeatus	USNM:Birds:627381	634	2
JQ175279	09-Apr-2001	Guyana	5.267 N 60.733 W	Lophornis pavoninus	USNM:Birds:626831	652	2
JQ175278	08-Apr-2001	Guyana	5.267 N 60.733 W	Lophornis pavoninus	USNM:Birds:616733	652	2
JQ175277	11-Apr-2001	Guyana	5.267 N 60.733 W	Lophornis pavoninus	USNM:Birds:622793	652	2
JQ175275	17-May-2006	Greece: Lesvos	39.129 N 26.219 E	Locustella fluviatilis	USNM:Birds:637440	652	2
JQ175274	22-Oct-2005	Uruguay: Maldonado	34.279 S 54.648 W	Lochmias nematura	USNM:Birds:635908	652	2
JQ175273	21-Oct-2005	Uruguay: Maldonado	34.282 S 54.627 W	Lochmias nematura	USNM:Birds:635781	652	2
JQ175272	22-Oct-2005	Uruguay: Maldonado	34.279 S 54.648 W	Lochmias nematura	USNM:Birds:635712	652	2
JQ175270	13-Sep-1998	Guyana	1.383 N 58.933 W	Lipaugus vociferans	USNM:Birds:587364	644	2
JQ175269	19-Apr-1995	Myanmar: Chin		Liocichla phoenicea	USNM:Birds:620538	652	2
JQ175268	20-Sep-2002	Uruguay: Rocha	34.43 S 54.255 W	Limnoctites rectirostris	USNM:Birds:630164	652	2
JQ175267	20-Sep-2002	Uruguay: Rocha	34.43 S 54.255 W	Limnoctites rectirostris	USNM:Birds:630165	652	2
JQ175266	21-Sep-2002	Uruguay: Rocha	33.849 S 53.931 W	Limnoctites rectirostris	USNM:Birds:630534	652	2
JQ175265	17-Feb-1996	Argentina: Entre Rios		Limnornis curvirostris	USNM:Birds:614663	652	2
JQ175264	15-Feb-1992	Argentina: Entre Rios		Limnornis curvirostris	USNM:Birds:614659	652	2
JQ175263	16-Feb-1996	Argentina: Entre Rios		Limnornis curvirostris	USNM:Birds:614661	652	2
JQ175262	22-Feb-1990	USA: Colorado		Leucosticte arctoa	USNM:Birds:609762	652	2
JQ175261	01-Mar-1991	Panama: Bocas Del Toro		Leucopternis semiplumbeus	USNM:Birds:613955	652	2
JQ175260	01-Jan-2001	Panama: Chiriqui		Leucopternis princeps	USNM:Birds:613281	652	2
JQ175259	04-Oct-2000	Guyana	6.017 N 58.20 W	Leucopternis melanops	USNM:Birds:627432	652	2
JQ175258	05-Apr-1999	Guyana	6.00 N 58.25 W	Leucopternis melanops	USNM:Birds:621942	649	2
JQ175257	06-Mar-1991	Panama: Bocas Del Toro		Leucopternis albicollis	USNM:Birds:613956	645	2
JQ175255	23-Mar-2002	Guyana	8.25 N 59.733 W	Leptotila rufaxilla	USNM:Birds:623206	652	2
JQ175254	06-Aug-2006	Guyana: Upper Takutu-Upper Essequibo	2.971 N 58.594 W	Leptotila rufaxilla	USNM:Birds:637034	652	2
JQ175253	21-Jan-2001	Guyana	5.517 N 60.733 W	Leptotila rufaxilla	USNM:Birds:626758	652	2
JQ175252	28-Feb-1989	Panama: Bocas Del Toro		Leptotila plumbeiceps	USNM:Birds:612282	652	2
JQ175251	21-Feb-1989	Panama: Bocas Del Toro		Leptotila plumbeiceps	USNM:Birds:606734	652	2
JQ175250	21-Feb-1989	Panama: Bocas Del Toro		Leptotila cassini	USNM:Birds:606737	652	2
JQ175249	19-Apr-1990	Panama: Bocas Del Toro		Leptotila cassini	USNM:Birds:607654	645	2
JQ175248	28-Apr-1990	Panama: Bocas Del Toro	9.083 N 81.85 W	Leptotila cassini	USNM:Birds:607653	618	2
JQ175247	07-May-1990	Panama: Chiriqui		Leptopogon superciliaris	USNM:Birds:607596	652	2
JQ175246	05-May-1990	Panama: Chiriqui		Leptopogon superciliaris	USNM:Birds:613331	652	2
JQ175244	11-Feb-1994	Papua New Guinea: New Ireland	4.55 S 152.95 E	Leptocoma sericea	USNM:Birds:608697	652	2
JQ175243	06-Sep-2002	Uruguay: Soriano	33.778 S 57.231 W	Leptasthenura platensis	USNM:Birds:630139	652	2
